,Index,Name,Bond length
1498,184 211,O O,2.649942028418445
1499,185 27,Si Si,3.069888305204377
1500,185 65,Si Si,3.027391635506602
1501,185 66,Si O,1.6127337483017365
1502,185 132,Si O,1.5985694399385348
1503,185 161,Si O,1.6048686697184245
1504,185 166,Si Si,3.0592590292782105
1505,185 179,Si O,1.610803300124217
1506,185 206,Si Si,2.995888164401304
1507,186 57,O O,2.6192388594874196
1508,186 71,O O,2.6837605088281857
1509,186 74,O O,2.5606074611615375
1510,186 80,O Si,1.6135138021406057
1511,186 83,O Si,1.6226854093264402
1512,186 105,O O,2.6197572930142012
1513,186 173,O O,2.541498732675419
1514,186 199,O O,2.7367155222153032
1515,187 167,Si Si,3.0611984898508724
1516,187 174,Si Si,3.115948078007315
1517,187 178,Si O,1.6278038092299973
1518,187 180,Si O,1.6074791007497047
1519,187 192,Si O,1.6246586903932845
1520,187 202,Si Si,3.0334439400390654
1521,187 214,Si O,1.5998144698391097
1522,187 215,Si Si,3.199396686600301
1523,188 89,O O,2.7349712524892635
1524,188 91,O O,2.683148590505997
1525,188 95,O O,2.5412716722828184
1526,188 97,O O,2.7864829822205213
1527,188 98,O O,2.5910256477318714
1528,188 100,O Si,1.6391739730860089
1529,188 208,O O,2.637483185121151
1530,188 212,O Si,1.6192888119822137
1531,189 45,O O,2.6998628852808193
1532,189 93,O O,2.751840602036944
1533,189 108,O O,2.732167536826546
1534,189 136,O O,2.646024151356092
1535,189 139,O O,2.706805041609854
1536,189 154,O Si,1.6438860810237432
1537,189 190,O Si,1.6301117317383966
1538,189 195,O O,2.6129439417648603
1539,190 86,Si Si,3.018010982932067
1540,190 90,Si Si,2.9565142999001144
1541,190 93,Si O,1.630565566447974
1542,190 108,Si O,1.633493257250732
1543,190 154,Si Si,3.1084529166008585
1544,190 189,Si O,1.6301117317383966
1545,190 195,Si O,1.6019554656741606
1546,190 198,Si Si,3.0542523051602033
1547,191 152,O O,2.635029789423402
1548,191 153,O O,2.6806801040585544
1549,191 193,O O,2.7034920995673413
1550,191 202,O Si,1.629552363251521
1551,191 204,O O,2.6172539159870434
1552,191 205,O Si,1.6029412931511642
1553,191 207,O O,2.5986324161488277
1554,191 214,O O,2.625205145558187
1555,192 82,O O,2.537090911699971
1556,192 98,O O,2.6641330811251813
1557,192 178,O O,2.6012295109686985
1558,192 180,O O,2.721498567616939
1559,192 183,O O,2.732347190819235
1560,192 187,O Si,1.6246586903932845
1561,192 214,O O,2.6182621151472363
1562,192 215,O Si,1.6169878420103256
1563,193 191,O O,2.7034920995673413
1564,193 194,O O,2.7580911837084603
1565,193 195,O O,2.585138894490577
1566,193 198,O Si,1.5990215567914214
1567,193 202,O Si,1.5928511255715236
1568,193 204,O O,2.5833187136809426
1569,193 211,O O,2.543373004816001
1570,193 214,O O,2.511313833078915
1571,194 150,O O,2.6562350466879514
1572,194 193,O O,2.7580911837084603
1573,194 195,O O,2.5608364450234533
1574,194 197,O O,2.664015044628359
1575,194 198,O Si,1.612841448701268
1576,194 208,O O,2.5650356254766233
1577,194 209,O Si,1.609877350068207
1578,194 211,O O,2.6482524316477045
1579,195 93,O O,2.583675801919542
1580,195 108,O O,2.6561265422576295
1581,195 189,O O,2.6129439417648603
1582,195 190,O Si,1.6019554656741606
1583,195 193,O O,2.585138894490577
1584,195 194,O O,2.5608364450234533
1585,195 198,O Si,1.6027410772618147
1586,195 211,O O,2.6241121129717397
1587,196 31,Si O,1.6242056334078296
1588,196 40,Si Si,2.9722315468058333
1589,196 87,Si Si,3.0136361474652524
1590,196 91,Si O,1.6028691290099746
1591,196 94,Si O,1.646313038575786
1592,196 197,Si O,1.6464199646346562
1593,196 209,Si Si,3.011272488990454
1594,196 212,Si Si,3.0215996394234894
1595,197 31,O O,2.5611808377744145
1596,197 91,O O,2.502736530609547
1597,197 94,O O,2.9701035805615117
1598,197 150,O O,2.770542639109787
1599,197 194,O O,2.664015044628359
1600,197 196,O Si,1.6464199646346562
1601,197 208,O O,2.6712286736784736
1602,197 209,O Si,1.6550289507025595
1603,198 190,Si Si,3.0542523051602033
1604,198 193,Si O,1.5990215567914214
1605,198 194,Si O,1.612841448701268
1606,198 195,Si O,1.6027410772618147
1607,198 200,Si Si,2.8692425728389286
1608,198 202,Si Si,3.1616761190386757
1609,198 209,Si Si,3.038057344599373
1610,198 211,Si O,1.6088284923121958
1611,199 74,O O,2.557116696050402
1612,199 80,O Si,1.6054828478489107
1613,199 92,O O,2.682936124369785
1614,199 105,O O,2.554541118683579
1615,199 149,O O,2.555729326893775
1616,199 186,O O,2.7367155222153032
1617,199 204,O O,2.606161507466319
1618,199 213,O Si,1.6092172383486165
1619,200 169,Si Si,3.159841776390308
1620,200 176,Si Si,3.1769140169852124
1621,200 181,Si O,1.6010393756015455
1622,200 184,Si O,1.593689685316099
1623,200 198,Si Si,2.8692425728389286
1624,200 206,Si Si,3.0663539496348866
1625,200 210,Si O,1.6458041819516442
1626,200 211,Si O,1.6164526333643578
1627,201 51,O O,2.8380679549760557
1628,201 85,O Si,1.6304220406487597
1629,201 92,O O,2.605498044211725
1630,201 106,O O,2.4520013347274547
1631,201 161,O O,2.5568160002297855
1632,201 203,O O,2.58970727073408
1633,201 206,O Si,1.631802263244932
1634,201 210,O O,2.847320411665144
1635,202 187,Si Si,3.0334439400390654
1636,202 191,Si O,1.629552363251521
1637,202 193,Si O,1.5928511255715236
1638,202 198,Si Si,3.1616761190386757
1639,202 204,Si O,1.604934029043208
1640,202 205,Si Si,2.9858099635621342
1641,202 213,Si Si,3.187097275936225
1642,202 214,Si O,1.584312530248264
1643,203 135,O O,2.5323437244873763
1644,203 157,O Si,1.6028550660480954
1645,203 161,O O,2.6234114570700187
1646,203 182,O O,2.6651280482197044
1647,203 184,O O,2.8682407243859798
1648,203 201,O O,2.58970727073408
1649,203 206,O Si,1.60373362757698
1650,203 207,O O,2.6539314691196063
1651,203 210,O O,2.5905652561354904
1652,204 92,O O,2.6409188021510923
1653,204 105,O O,2.976391589205289
1654,204 149,O O,2.6545045579947053
1655,204 191,O O,2.6172539159870434
1656,204 193,O O,2.5833187136809426
1657,204 199,O O,2.606161507466319
1658,204 202,O Si,1.604934029043208
1659,204 213,O Si,1.6045623794039172
1660,204 214,O O,2.660850145061212
1661,205 140,Si Si,2.958375786933411
1662,205 151,Si Si,3.035429629818683
1663,205 152,Si O,1.6115049189418928
1664,205 153,Si O,1.6073513770830181
1665,205 157,Si Si,2.8972756223311693
1666,205 191,Si O,1.6029412931511642
1667,205 202,Si Si,2.9858099635621342
1668,205 207,Si O,1.600087634106681
1669,206 85,Si Si,2.9793382753604867
1670,206 157,Si Si,3.072135282134251
1671,206 161,Si O,1.6024413322051867
1672,206 185,Si Si,2.995888164401304
1673,206 200,Si Si,3.0663539496348866
1674,206 201,Si O,1.631802263244932
1675,206 203,Si O,1.60373362757698
1676,206 210,Si O,1.6409288934131754
1677,207 135,O O,2.6744533290000407
1678,207 152,O O,2.5489346991485564
1679,207 153,O O,2.6152596460323747
1680,207 157,O Si,1.6108194328876244
1681,207 182,O O,2.5077046222980957
1682,207 191,O O,2.5986324161488277
1683,207 203,O O,2.6539314691196063
1684,207 205,O Si,1.600087634106681
1685,208 89,O O,2.710390433213332
1686,208 91,O O,2.5733167790224347
1687,208 150,O O,2.586263950092593
1688,208 188,O O,2.637483185121151
1689,208 194,O O,2.5650356254766233
1690,208 197,O O,2.6712286736784736
1691,208 209,O Si,1.6260380307348088
1692,208 212,O Si,1.5976644965105442
1693,209 147,Si Si,3.1060768883914447
1694,209 150,Si O,1.6126537796876437
1695,209 194,Si O,1.609877350068207
1696,209 196,Si Si,3.011272488990454
1697,209 197,Si O,1.6550289507025595
1698,209 198,Si Si,3.038057344599373
1699,209 208,Si O,1.6260380307348088
1700,209 212,Si Si,2.9123819852353585
1701,210 161,O O,2.642022655143545
1702,210 181,O O,2.767663379970551
1703,210 184,O O,2.614774650975235
1704,210 200,O Si,1.6458041819516442
1705,210 201,O O,2.847320411665144
1706,210 203,O O,2.5905652561354904
1707,210 206,O Si,1.6409288934131754
1708,210 211,O O,2.665617421643907
1709,211 181,O O,2.5225474839810023
1710,211 184,O O,2.649942028418445
1711,211 193,O O,2.543373004816001
1712,211 194,O O,2.6482524316477045
1713,211 195,O O,2.6241121129717397
1714,211 198,O Si,1.6088284923121958
1715,211 200,O Si,1.6164526333643578
1716,211 210,O O,2.665617421643907
1717,212 88,Si Si,3.396960563108958
1718,212 89,Si O,1.618705854117524
1719,212 91,Si O,1.6132264494305995
1720,212 96,Si Si,2.873660241932898
1721,212 100,Si Si,3.010868837460709
1722,212 188,Si O,1.6192888119822137
1723,212 196,Si Si,3.0215996394234894
1724,212 208,Si O,1.5976644965105442
1725,212 209,Si Si,2.9123819852353585
1726,213 80,Si Si,2.9020724610657296
1727,213 85,Si Si,3.0538912491521106
1728,213 92,Si O,1.621776855799016
1729,213 140,Si Si,2.9750230897616543
1730,213 149,Si O,1.601248414739196
1731,213 199,Si O,1.6092172383486165
1732,213 202,Si Si,3.187097275936225
1733,213 204,Si O,1.6045623794039172
1734,214 178,O O,2.507697661491973
1735,214 180,O O,2.570533539860434
1736,214 187,O Si,1.5998144698391097
1737,214 191,O O,2.625205145558187
1738,214 192,O O,2.6182621151472363
1739,214 193,O O,2.511313833078915
1740,214 202,O Si,1.584312530248264
1741,214 204,O O,2.660850145061212
1742,215 68,Si Si,3.156180386435746
1743,215 82,Si O,1.5855747747869082
1744,215 98,Si O,1.645380262019113
1745,215 100,Si Si,3.097466016012628
1746,215 123,Si Si,3.134082839090247
1747,215 183,Si O,1.6381140129189824
1748,215 187,Si Si,3.199396686600301
1749,215 192,Si O,1.6169878420103256
