,Index,Name,Bond length 1,Bond length 2,Bond length 3,Dihedral Angles
580,116 115 160 169,O Si O Si,1.5894971776026385,1.641548500316426,1.6185917506324659,-18.966924512661627
581,117 111 110 118,Si O Si O,1.6118385124800387,1.6485663611522168,1.6443111916911088,173.3544240231888
582,117 114 115 131,Si O Si O,1.616073134336774,1.6286265629443768,1.6126816664612427,132.95079800758265
583,117 114 115 160,Si O Si O,1.616073134336774,1.6286265629443768,1.641548500316426,-113.28236441971386
584,117 119 127 126,Si O Si O,1.6580538592777003,1.6277105654167185,1.6541505563532344,-179.14157944081944
585,117 119 127 130,Si O Si O,1.6580538592777003,1.6277105654167185,1.6466811558661798,-53.90379433905918
586,117 129 138 135,Si O Si O,1.6251279476199696,1.5966223841229183,1.5951653872644147,-43.487941104109716
587,117 129 138 141,Si O Si O,1.6251279476199696,1.5966223841229183,1.6161152122709295,73.37927774291633
588,117 129 138 145,Si O Si O,1.6251279476199696,1.5966223841229183,1.6202120732285057,-160.75796084230976
589,118 27 132 185,O Si O Si,1.5961855720603266,1.6005432192561875,1.5985694399385348,-174.74334580068287
590,118 110 113 121,O Si O Si,1.6443111916911088,1.6604748343231899,1.6138551393017166,140.9145705619084
591,119 117 129 138,O Si O Si,1.6580538592777003,1.6251279476199696,1.5966223841229183,101.79260663172377
