,dr,index,name
1500,3.027391635506602,185 65,Si Si
1501,1.6127337483017365,185 66,Si O
1502,1.5985694399385348,185 132,Si O
1503,1.6048686697184245,185 161,Si O
1504,3.0592590292782105,185 166,Si Si
1505,1.610803300124217,185 179,Si O
1506,2.995888164401304,185 206,Si Si
1507,2.6192388594874196,186 57,O O
1508,2.6837605088281857,186 71,O O
1509,2.5606074611615375,186 74,O O
1510,1.6135138021406057,186 80,O Si
1511,1.6226854093264402,186 83,O Si
1512,2.6197572930142012,186 105,O O
1513,2.541498732675419,186 173,O O
1514,2.7367155222153032,186 199,O O
1515,3.0611984898508724,187 167,Si Si
1516,3.115948078007315,187 174,Si Si
1517,1.6278038092299973,187 178,Si O
1518,1.6074791007497047,187 180,Si O
1519,1.6246586903932845,187 192,Si O
1520,3.0334439400390654,187 202,Si Si
1521,1.5998144698391097,187 214,Si O
1522,3.199396686600301,187 215,Si Si
1523,2.7349712524892635,188 89,O O
1524,2.683148590505997,188 91,O O
1525,2.5412716722828184,188 95,O O
1526,2.7864829822205213,188 97,O O
1527,2.5910256477318714,188 98,O O
1528,1.6391739730860089,188 100,O Si
1529,2.637483185121151,188 208,O O
1530,1.6192888119822137,188 212,O Si
1531,2.6998628852808193,189 45,O O
1532,2.751840602036944,189 93,O O
1533,2.732167536826546,189 108,O O
1534,2.646024151356092,189 136,O O
1535,2.706805041609854,189 139,O O
1536,1.6438860810237432,189 154,O Si
1537,1.6301117317383966,189 190,O Si
1538,2.6129439417648603,189 195,O O
1539,3.018010982932067,190 86,Si Si
1540,2.9565142999001144,190 90,Si Si
1541,1.630565566447974,190 93,Si O
1542,1.633493257250732,190 108,Si O
1543,3.1084529166008585,190 154,Si Si
1544,1.6301117317383966,190 189,Si O
1545,1.6019554656741606,190 195,Si O
1546,3.0542523051602033,190 198,Si Si
1547,2.635029789423402,191 152,O O
1548,2.6806801040585544,191 153,O O
1549,2.7034920995673413,191 193,O O
1550,1.629552363251521,191 202,O Si
1551,2.6172539159870434,191 204,O O
1552,1.6029412931511642,191 205,O Si
1553,2.5986324161488277,191 207,O O
1554,2.625205145558187,191 214,O O
1555,2.537090911699971,192 82,O O
1556,2.6641330811251813,192 98,O O
1557,2.6012295109686985,192 178,O O
1558,2.721498567616939,192 180,O O
1559,2.732347190819235,192 183,O O
1560,1.6246586903932845,192 187,O Si
1561,2.6182621151472363,192 214,O O
1562,1.6169878420103256,192 215,O Si
1563,2.7034920995673413,193 191,O O
1564,2.7580911837084603,193 194,O O
1565,2.585138894490577,193 195,O O
1566,1.5990215567914214,193 198,O Si
1567,1.5928511255715236,193 202,O Si
1568,2.5833187136809426,193 204,O O
1569,2.543373004816001,193 211,O O
1570,2.511313833078915,193 214,O O
1571,2.6562350466879514,194 150,O O
1572,2.7580911837084603,194 193,O O
1573,2.5608364450234533,194 195,O O
1574,2.664015044628359,194 197,O O
1575,1.612841448701268,194 198,O Si
1576,2.5650356254766233,194 208,O O
1577,1.609877350068207,194 209,O Si
1578,2.6482524316477045,194 211,O O
1579,2.583675801919542,195 93,O O
1580,2.6561265422576295,195 108,O O
1581,2.6129439417648603,195 189,O O
1582,1.6019554656741606,195 190,O Si
1583,2.585138894490577,195 193,O O
1584,2.5608364450234533,195 194,O O
1585,1.6027410772618147,195 198,O Si
1586,2.6241121129717397,195 211,O O
1587,1.6242056334078296,196 31,Si O
1588,2.9722315468058333,196 40,Si Si
1589,3.0136361474652524,196 87,Si Si
1590,1.6028691290099746,196 91,Si O
1591,1.646313038575786,196 94,Si O
1592,1.6464199646346562,196 197,Si O
1593,3.011272488990454,196 209,Si Si
1594,3.0215996394234894,196 212,Si Si
1595,2.5611808377744145,197 31,O O
1596,2.502736530609547,197 91,O O
1597,2.9701035805615117,197 94,O O
1598,2.770542639109787,197 150,O O
1599,2.664015044628359,197 194,O O
1600,1.6464199646346562,197 196,O Si
1601,2.6712286736784736,197 208,O O
1602,1.6550289507025595,197 209,O Si
1603,3.0542523051602033,198 190,Si Si
1604,1.5990215567914214,198 193,Si O
1605,1.612841448701268,198 194,Si O
1606,1.6027410772618147,198 195,Si O
1607,2.8692425728389286,198 200,Si Si
1608,3.1616761190386757,198 202,Si Si
1609,3.038057344599373,198 209,Si Si
1610,1.6088284923121958,198 211,Si O
1611,2.557116696050402,199 74,O O
1612,1.6054828478489107,199 80,O Si
1613,2.682936124369785,199 92,O O
1614,2.554541118683579,199 105,O O
1615,2.555729326893775,199 149,O O
1616,2.7367155222153032,199 186,O O
1617,2.606161507466319,199 204,O O
1618,1.6092172383486165,199 213,O Si
1619,3.159841776390308,200 169,Si Si
1620,3.1769140169852124,200 176,Si Si
1621,1.6010393756015455,200 181,Si O
1622,1.593689685316099,200 184,Si O
1623,2.8692425728389286,200 198,Si Si
1624,3.0663539496348866,200 206,Si Si
1625,1.6458041819516442,200 210,Si O
1626,1.6164526333643578,200 211,Si O
1627,2.8380679549760557,201 51,O O
1628,1.6304220406487597,201 85,O Si
1629,2.605498044211725,201 92,O O
1630,2.4520013347274547,201 106,O O
1631,2.5568160002297855,201 161,O O
1632,2.58970727073408,201 203,O O
1633,1.631802263244932,201 206,O Si
1634,2.847320411665144,201 210,O O
1635,3.0334439400390654,202 187,Si Si
1636,1.629552363251521,202 191,Si O
1637,1.5928511255715236,202 193,Si O
1638,3.1616761190386757,202 198,Si Si
1639,1.604934029043208,202 204,Si O
1640,2.9858099635621342,202 205,Si Si
1641,3.187097275936225,202 213,Si Si
1642,1.584312530248264,202 214,Si O
1643,2.5323437244873763,203 135,O O
1644,1.6028550660480954,203 157,O Si
1645,2.6234114570700187,203 161,O O
1646,2.6651280482197044,203 182,O O
1647,2.8682407243859798,203 184,O O
1648,2.58970727073408,203 201,O O
1649,1.60373362757698,203 206,O Si
1650,2.6539314691196063,203 207,O O
1651,2.5905652561354904,203 210,O O
1652,2.6409188021510923,204 92,O O
1653,2.976391589205289,204 105,O O
1654,2.6545045579947053,204 149,O O
1655,2.6172539159870434,204 191,O O
1656,2.5833187136809426,204 193,O O
1657,2.606161507466319,204 199,O O
1658,1.604934029043208,204 202,O Si
1659,1.6045623794039172,204 213,O Si
1660,2.660850145061212,204 214,O O
1661,2.958375786933411,205 140,Si Si
1662,3.035429629818683,205 151,Si Si
1663,1.6115049189418928,205 152,Si O
1664,1.6073513770830181,205 153,Si O
1665,2.8972756223311693,205 157,Si Si
1666,1.6029412931511642,205 191,Si O
1667,2.9858099635621342,205 202,Si Si
1668,1.600087634106681,205 207,Si O
1669,2.9793382753604867,206 85,Si Si
1670,3.072135282134251,206 157,Si Si
1671,1.6024413322051867,206 161,Si O
1672,2.995888164401304,206 185,Si Si
1673,3.0663539496348866,206 200,Si Si
1674,1.631802263244932,206 201,Si O
1675,1.60373362757698,206 203,Si O
1676,1.6409288934131754,206 210,Si O
1677,2.6744533290000407,207 135,O O
1678,2.5489346991485564,207 152,O O
1679,2.6152596460323747,207 153,O O
1680,1.6108194328876244,207 157,O Si
1681,2.5077046222980957,207 182,O O
1682,2.5986324161488277,207 191,O O
1683,2.6539314691196063,207 203,O O
1684,1.600087634106681,207 205,O Si
1685,2.710390433213332,208 89,O O
1686,2.5733167790224347,208 91,O O
1687,2.586263950092593,208 150,O O
1688,2.637483185121151,208 188,O O
1689,2.5650356254766233,208 194,O O
1690,2.6712286736784736,208 197,O O
1691,1.6260380307348088,208 209,O Si
1692,1.5976644965105442,208 212,O Si
1693,3.1060768883914447,209 147,Si Si
1694,1.6126537796876437,209 150,Si O
1695,1.609877350068207,209 194,Si O
1696,3.011272488990454,209 196,Si Si
1697,1.6550289507025595,209 197,Si O
1698,3.038057344599373,209 198,Si Si
1699,1.6260380307348088,209 208,Si O
1700,2.9123819852353585,209 212,Si Si
1701,2.642022655143545,210 161,O O
1702,2.767663379970551,210 181,O O
1703,2.614774650975235,210 184,O O
1704,1.6458041819516442,210 200,O Si
1705,2.847320411665144,210 201,O O
1706,2.5905652561354904,210 203,O O
1707,1.6409288934131754,210 206,O Si
1708,2.665617421643907,210 211,O O
1709,2.5225474839810023,211 181,O O
1710,2.649942028418445,211 184,O O
1711,2.543373004816001,211 193,O O
1712,2.6482524316477045,211 194,O O
1713,2.6241121129717397,211 195,O O
1714,1.6088284923121958,211 198,O Si
1715,1.6164526333643578,211 200,O Si
1716,2.665617421643907,211 210,O O
1717,3.396960563108958,212 88,Si Si
1718,1.618705854117524,212 89,Si O
1719,1.6132264494305995,212 91,Si O
1720,2.873660241932898,212 96,Si Si
1721,3.010868837460709,212 100,Si Si
1722,1.6192888119822137,212 188,Si O
1723,3.0215996394234894,212 196,Si Si
1724,1.5976644965105442,212 208,Si O
1725,2.9123819852353585,212 209,Si Si
1726,2.9020724610657296,213 80,Si Si
1727,3.0538912491521106,213 85,Si Si
1728,1.621776855799016,213 92,Si O
1729,2.9750230897616543,213 140,Si Si
1730,1.601248414739196,213 149,Si O
1731,1.6092172383486165,213 199,Si O
1732,3.187097275936225,213 202,Si Si
1733,1.6045623794039172,213 204,Si O
1734,2.507697661491973,214 178,O O
1735,2.570533539860434,214 180,O O
1736,1.5998144698391097,214 187,O Si
1737,2.625205145558187,214 191,O O
1738,2.6182621151472363,214 192,O O
1739,2.511313833078915,214 193,O O
1740,1.584312530248264,214 202,O Si
1741,2.660850145061212,214 204,O O
1742,3.156180386435746,215 68,Si Si
1743,1.5855747747869082,215 82,Si O
1744,1.645380262019113,215 98,Si O
1745,3.097466016012628,215 100,Si Si
1746,3.134082839090247,215 123,Si Si
1747,1.6381140129189824,215 183,Si O
1748,3.199396686600301,215 187,Si Si
1749,1.6169878420103256,215 192,Si O
